tweet_unixtime,tweet_id,tweet_text,tweet_uid
"2014-01-05 00:00:00",419724949197053952,"Haha gulali enjot,ager tepok,cilung ""@HasanMHN: Sok paling laku lo kaya jajanan SD haha ?""",dimas_ry
"2014-01-05 00:00:00",419724949213818881,"3,800 tuits dedicados a @myidolsmyhope ?",idkstaystrong
"2014-01-05 00:00:00",419724949213827072,"Hardwell el garcha hermanas",AlanAncarnil1
"2014-01-05 00:00:00",419724949205417984,"Keluar naik motor entah kemana, tanpa tujuan._.",inaspancarsari
"2014-01-05 00:00:00",419724949209612288,"I CANT HANDLE THIS ANYMORE. GOODFREAKINGNIGHT",topgunjudd
"2014-01-05 00:00:00",419724949222223872,???????????????????????????????,Sekaowakunka
"2014-01-05 00:00:00",419724949230600193,"Woo dk ngaku:p ngaku aj deh@RoziiSaputra",Rista_16
"2014-01-05 00:00:00",419724949197045760,"Happy birthday to BEAST?s Yoseob: Name: Yang Yoseob (???)Group: BEAST/B2STHanja : ??? DOB: January 5, 1990Heig... http://t.co/13nmaHu8VA",Namwoohyuun
"2014-01-05 00:00:00",419724949192855552,??????(??),bemani_sana_e
"2014-01-05 00:00:00",419724949192843264,"RT @kaaayylamariee: @jessny_  come over please ???",jessny_
"2014-01-05 00:00:00",419724949222211584,"Le sirves todo en bandeja de plata, pero les encanta tragar en plato desechable !!!!",lamas_deseada05
"2014-01-05 00:00:00",419724949213806592,"Ima prove u wrong just watch",MiguelMdeluna51
"2014-01-05 00:00:00",419724949230592000,??,bonnie_hyemi
"2014-01-05 00:00:00",419724949226405888,"Zero dark 30",pookjones
"2014-01-05 00:00:00",419724949197037568,"@ClariS7556 ?????????w",Freeze_Lancer
"2014-01-05 00:00:00",419724949192835072,"? My goal for 2014 is to accomplish the goals of 2013 which I should?ve done in 2012 because I promised them in 2011 and planned in 2010?",_manuel1408
"2014-01-05 00:00:00",419724949213814784,"RT @alice_xxx23: 95/??/???/?? #??????????????????????????????????????????????????? http://t.co/ohivijfKmW",n____sa
"2014-01-05 00:00:00",419724949230612481,"RT @FootbalIVines: That's why he's captain https://t.co/OjCkOXfNF0",gunners_2
"2014-01-05 00:00:00",419724949222219776,"@ne_niceee happy new years , when you get a chance do me a favor and check out my new single ""HOLD THAT"" rt http://t.co/EsEteK6V1O",ReeseRel
"2014-01-05 00:00:00",419724949197041664,"@grandesontxrio frfr like christmas &amp; stuff wasnt as cold as it normally is",iblessontario
"2014-01-05 00:00:00",419724949205442560,"RT @shyakunageso: ??????????????????????????????????????????????????????( ? ????  )?#iwate #sanriku http://t.co/AsLuNiFCfo",lotus045
"2014-01-05 00:00:00",419724949230600192,"Ihhh opo men""@viebrian_wulan: Humaniora RT @AdumDestawang: Sinau apa""@viebrian_wulan: Sinau tp ra konek RT @AdumDestawang: Ra sinau",AdumDestawang
"2014-01-05 00:00:00",419724949192839168,"RT @catatan_siMIKO: Hanya karena kamu kini berada di tempat lain dan temukan teman baru, bukan berarti kamu bisa melupakan sahabat lamamu.",ayuu_kitty
"2014-01-05 00:00:00",419724949205446656,"@toridupree3 shhhhhh",brook_corley
"2014-01-05 00:00:00",419724949218029568,"Bruno mars-When i was man",imahalimahh
"2014-01-05 00:00:00",419724949230587904,"Hey @LoneyDaGreat  what do you think about getting ???? new ????????? ?? https://t.co/S5lVtJWMqu",fossatetok2Ball
"2014-01-05 00:00:00",419724949230612482,"RT @_AlecLightwood1: @Magnus_Bane_ ......... *impactado*",ALauuCoronelB
"2014-01-05 00:00:00",419724949226393600,"Kalo enggak korea :) btw aku ngitung 5 thn br dpt 3 jeti per@ lo @nourma_linda @rahmasary @Normenada @bellarva @afahana @hanifahnadira",maelanifitri
"2014-01-05 00:00:00",419724949201223680,"RT @TimmmSpencer: Someone comeover please http://t.co/NnJZrzahvi",DontaexX
"2014-01-05 00:00:00",419724949209612289,?????????,mczkanra
"2014-01-05 00:00:00",419724949218025472,"RT @Solegacy: ?????? http://t.co/TR1eB6AGuT",BigMuski
"2014-01-05 00:00:00",419724949213818880,"RT @Holyzabeth: ????????? @beermelobyz http://t.co/t8qQR7LqjO",slmpx
"2014-01-05 00:00:00",419724949197029377,"@ayamoe_ria @ayamaru1221  ?????(*?I`*)! ???????????????????",moezou_0403
"2014-01-05 00:00:00",419724949222215680,"RT @loveyou035: #?????????????RT ????? http://t.co/E0aMrDkwiX",blackchocoleat
"2014-01-05 00:00:00",419724949222617088,"NEM UM POUCO",aarianecristina
"2014-01-05 00:00:00",419724949193252864,"RT @cashton_styles: FAVE/RT HER TWEET TWEET HER AND ACT LIKE SHE'S FAMOUShttps://t.co/TMemyHVqeQFAVE THIS WHEN DONE, DO NOT RT. FOR S?",ew_modest
"2014-01-05 00:00:00",419724949222592512,"Alles muss versteckt sein...!!!",Dany_Draxler
"2014-01-05 00:00:00",419724949214212096,"RT @DrAliKayali: ?????? ?????? : ( ? ??? ?????? ???? ??????? ) ???? 71 ??????? : ?????? ??? ???? ?????? ?????? ???? ??? ??????... http:/?",sa3udshmmry
"2014-01-05 00:00:00",419724949197447168,"@Kt036 youre koujaku",amandathebigfag
"2014-01-05 00:00:00",419724949209616384,"@k_yui27 @mqoo4 ????????",_k0ichan
"2014-01-05 00:00:00",419724949214232577,"Literally 0 of you guys care about Shinedown and thats disappointing bc they're a great band",TaliaMillikin
"2014-01-05 00:00:00",419724949218398208,"#Twitition one call can change your life by baba ji:+91-9501666721 http://t.co/R39R2bCdq8 @aghoribabaji69",aghoribabaji69
"2014-01-05 00:00:00",419724949210030080,"#???? ??? ? ?? ???? ???? ???? ???? ??? ???? ?? ?????? ?????? ??????? ??",Dr_DuaaZain
"2014-01-05 00:00:00",419724949214224384,"@AgosCilifrese JAJAJAJAJAJAJAJJAAJJAJAJAJAJJAJAJAJAJAJAJAJAJAJAAJAJAJAJAAAHJAAJ CHAU",aguus_us
"2014-01-05 00:00:00",419724949230981120,"RT @Bombfantasyyy: Just wanna smoke weed , fuck , &amp; sleep.",DonTheKing_
"2014-01-05 00:00:00",419724949197455360,"@ernestyboi @gellianneuranza @macmacsss4 @nicolecaranto lebron lebron lebron... hahaha",lloyd_manalo
"2014-01-05 00:00:00",419724949205827584,"RT @Agibson_143: My sleep schedule is so messed up",bluedevil7414
"2014-01-05 00:00:00",419724949230608384,"RT @SexFactsOfLife: Let's just cuddle.",sienna_1574
"2014-01-05 00:00:00",419724949197033472,"Kek nya bsk aku gak msk gak enak badan aku ne""@MhdDennis_Alhl: @bagasnugraha37 kasi tau besok aja!?oke cok;)""",bagasnugraha37
"2014-01-05 00:00:00",419724949205843968,"@sunligh5 ?????????????? ???????? ????? .. ????????????? ????",khalodee11
"2014-01-05 00:00:00",419724949201616896,"RT @siwon407: good night all :^) http://t.co/EOzAr2Ab0o",Donghae66
"2014-01-05 00:00:00",419724949214232576,"RT @tootsieharry: they grew up with me they helped mold me into the person I am today and i could not be more thankful",thimbleharry
"2014-01-05 00:00:01",419724953395535873,"????????????? (01/05 15:56)http://t.co/xjkbyF4Ket",yahootopics_bot
"2014-01-05 00:00:01",419724953391349760,"@Mr_Carterr PLEASESESE DONT LEAVE MEHHHH",cameronaDallas
"2014-01-05 00:00:01",419724953391362048,??????????????????????????????????????????,Mr_Khamen_bot
"2014-01-05 00:00:01",419724953395527680,"How To Get Your Crush To Like You (Read Full Story) Click Link: http://t.co/k5qooEXQ6q  #TVD #QueerCraft",GayClassifieds
"2014-01-05 00:00:01",419724953412308993,"RT @lilonat_: ""@Forever_bernice: Take advantage when you have your loved one near you because when there not there anymore you will regret ?",Forever_bernice
"2014-01-05 00:00:01",419724953391337472,"@gaby1g @gayyybe @Spacer69 Takeing Over The World One Twerk At A Time",DannyCakes1998
"2014-01-05 00:00:01",419724953395531776,"Ok @texwalker13 name your prize. #5nil #whitewash #promiseisapromise",paulshaw111
"2014-01-05 00:00:01",419724953420713984,???????????????????????????E?????????????http://t.co/b1VQa7dPJR,skeokader
"2014-01-05 00:00:01",419724953416511488,"[??] 16????????(??`???) ?????????????????????????? #kokkai #????????????????/nowwatch http://t.co/yKL19aIzN5",nowwatch
"2014-01-05 00:00:01",419724953412321281,"Why do I allways wanna eat at this time ??",B4DWOOD
"2014-01-05 00:00:01",419724953399721984,????~,1gs0a
"2014-01-05 00:00:01",419724953424916480,"Eww it's almost school for me",smirkingmalik
"2014-01-05 00:00:01",419724953424912384,"RT @SaintsRedZone: Sean Payton: ""Proud of how we fought to the end"" http://t.co/sCmAIzxBSp #SRZ",CajunDreDog
"2014-01-05 00:00:01",419724953408126976,"@RizkyM_FICIL betee keenaapaa?",Agnizz_Ficil
"2014-01-05 00:00:01",419724953391333376,"Hallo Kamu ? @RandyMartin98",Novii_Angelina
"2014-01-05 00:00:01",419724953399742464,"someone give me a good movie to watch on netflixxx",maggie_mckolay
"2014-01-05 00:00:01",419724953387167744,"?? #tvtokyo #tv_tokyo #udege_gohan #udegegohan",h_ohha
"2014-01-05 00:00:01",419724953395535874,??????????????????????https://t.co/Xq21ZSTVOp,LoveNote20
"2014-01-05 00:00:01",419724953420718080,"#TribunedeGen?ve ? Atterrissage d'urgence d'un petit avion dans le Bronx: Un petit avion de tourisme a ?t? con... http://t.co/wOXtEWZKxA",Kazi_France
"2014-01-05 00:00:01",419724953424896000,"mina perhonen: hana hane ????? http://t.co/r8qPFwc9TP",Sumally_Trends
"2014-01-05 00:00:01",419724953391345664,"RT @Aileeziu: ?????.6 ??? ???? ?.??? ??????.....  #????????????????????????????????????????????????? http://t.co/yI7oEjykMm",phatree_18
"2014-01-05 00:00:01",419724953412304896,"#Nw - R.I.P.D",Flower_Runs
"2014-01-05 00:00:01",419724953403920384,"@tatsujin_SE ???",momentary_blaze
"2014-01-05 00:00:01",419724953387163648,"RT @arashi__fan: ?RT418FA89?????????????????????????w????????????????????????(?_?)(?_?)(?_?)  http://t.co/UQVT6cKwSR http://t.co/BEDgQsn?",hxmarsc
"2014-01-05 00:00:01",419724953403924480,"@FatinFendi_ 5",HudaMarlina
"2014-01-05 00:00:01",419724953424908288,"@CrazyOLmarissa good one",Mariana_w22
"2014-01-05 00:00:01",419724953412321280,"I posted a new photo to Facebook http://t.co/cbAwJFzibI",crashdownit
"2014-01-05 00:00:01",419724953395539968,"@pilz_ayyu ????????????????????(?)",33_a_44
"2014-01-05 00:00:01",419724953416507392,"Do me a favor click this link http://t.co/cJANNUXphx make an account and then... http://t.co/U8cT5hHvoF",XilliannaX
"2014-01-05 00:00:01",419724953408131072,"RT @JohnnyBrasco__: Just Know That I Know ? http://t.co/aHzOSXqUTW",__genaaaay
"2014-01-05 00:00:01",419724953416519680,"@officialZKT48 hakura nagakawa,kura,23september,haruka",HakuraN_ZKT48
"2014-01-05 00:00:01",419724953387167745,"Hahahaha what a gong show? #craziestnight",KaitlynMiller77
"2014-01-05 00:00:01",419724953412325376,"RT @stephanieeislas: lol I should be sleeping",nicolefrancooo
"2014-01-05 00:00:01",419724953387139073,"@Sammyfaces omg you suck forget you #listeningtothecarssoundtrack #dontneedthis #icouldgoforaburritorightnow #ugh #life",N8Brn
"2014-01-05 00:00:01",419724953387548673,"????????? ?? ????? ??????? ????? ????????? ? ????????? ????.",gordinvalentin
"2014-01-05 00:00:01",419724953412308992,"??????CD/????/???????? (??????????)/TYCI-60007 2,300 ? ??????WEB? http://t.co/C8c5a3T6tK C6274",smaphochu_lv1
